File,Folder,Points,Features
w-036-05.pts,w-036,"[(315.646, 330.835), (425.924, 332.658), (328.405, 452.962), (404.051, 456.608), (273.722, 317.165), (345.722, 305.316), (389.468, 308.962), (473.316, 315.342), (261.873, 333.57), (292.861, 332.658), (333.873, 335.392), (398.582, 338.127), (444.152, 337.215), (491.544, 339.949), (367.595, 403.747), (350.278, 411.949), (384.0, 412.861), (364.861, 439.291), (363.038, 465.722), (363.038, 525.873), (281.924, 452.962), (466.025, 457.519)]","{'Eye length ratio': 0.36599292512262, 'Eye distance ratio': 0.5295684283411567, 'Nose ratio': 0.18318205982210867, 'Lip size ratio': 2.8585492877980547, 'Lip length ratio': 0.41124504504945797, 'Eye-brow length ratio': 0.36599292512262, 'Aggressive ratio': 1.0463920355599239}"
w-037-01.pts,w-037,"[(316.499, 300.334), (423.956, 301.695), (326.927, 426.381), (415.794, 426.834), (276.599, 285.372), (347.784, 281.292), (390.857, 284.012), (472.017, 287.639), (256.65, 301.695), (293.829, 303.508), (339.623, 303.508), (402.192, 305.322), (447.986, 304.869), (481.991, 303.508), (368.187, 365.171), (351.411, 374.239), (384.056, 374.239), (368.64, 415.499), (368.187, 442.703), (367.734, 514.341), (268.892, 423.207), (470.656, 424.114)]","{'Eye length ratio': 0.3605130654996975, 'Eye distance ratio': 0.5292765514140252, 'Nose ratio': 0.16179630735399006, 'Lip size ratio': 3.2662783454108952, 'Lip length ratio': 0.4404515010566271, 'Eye-brow length ratio': 0.3605130654996975, 'Aggressive ratio': 1.054185371150114}"
w-037-02.pts,w-037,"[(330.475, 304.675), (439.753, 308.899), (322.028, 412.369), (437.641, 416.065), (287.186, 292.533), (364.789, 281.447), (410.717, 284.615), (482.513, 290.422), (269.237, 304.675), (306.191, 306.259), (353.703, 309.427), (416.525, 312.066), (464.037, 313.122), (494.655, 315.234), (382.21, 372.248), (362.678, 378.583), (401.743, 380.167), (381.154, 411.841), (379.72, 449.405), (377.459, 522.175), (272.933, 412.897), (486.209, 419.232)]","{'Eye length ratio': 0.34737681963020856, 'Eye distance ratio': 0.534547089431284, 'Nose ratio': 0.18323611034362025, 'Lip size ratio': 3.0770916189780784, 'Lip length ratio': 0.5421194552994034, 'Eye-brow length ratio': 0.34737681963020856, 'Aggressive ratio': 1.0032814136260155}"
w-037-03.pts,w-037,"[(324.512, 322.909), (432.782, 324.933), (330.078, 448.38), (419.122, 452.428), (280.496, 308.237), (358.916, 305.707), (401.414, 304.189), (478.316, 308.743), (259.753, 321.897), (297.192, 324.427), (348.797, 328.98), (405.462, 330.498), (460.103, 331.51), (483.376, 331.004), (373.588, 397.787), (356.892, 404.364), (389.778, 407.4), (376.624, 444.839), (377.13, 474.183), (376.624, 531.86), (281.508, 448.38), (463.138, 456.475)]","{'Eye length ratio': 0.3505713540359252, 'Eye distance ratio': 0.5368881819903152, 'Nose ratio': 0.18165000784347893, 'Lip size ratio': 3.0371699748346592, 'Lip length ratio': 0.4902690546755546, 'Eye-brow length ratio': 0.3505713540359252, 'Aggressive ratio': 1.1263359661608676}"
w-037-05.pts,w-037,"[(322.937, 306.228), (433.215, 306.228), (331.139, 432.0), (423.19, 430.177), (281.924, 295.291), (357.57, 284.354), (398.582, 282.532), (478.785, 299.848), (266.43, 318.987), (301.063, 312.608), (343.899, 309.873), (411.342, 309.873), (450.532, 312.608), (487.899, 314.43), (373.975, 369.114), (361.215, 378.228), (391.291, 380.051), (377.62, 418.329), (378.532, 450.228), (378.532, 511.291), (279.19, 432.911), (473.316, 432.911)]","{'Eye length ratio': 0.370406814073688, 'Eye distance ratio': 0.5369563680203826, 'Nose ratio': 0.1552146451301541, 'Lip size ratio': 2.885088690793611, 'Lip length ratio': 0.47427469681630824, 'Eye-brow length ratio': 0.370406814073688, 'Aggressive ratio': 1.0527894920492653}"
w-038-01.pts,w-038,"[(359.465, 258.707), (473.817, 254.524), (365.043, 384.681), (470.099, 386.076), (317.628, 237.324), (390.609, 238.254), (439.883, 232.676), (516.583, 224.309), (302.288, 260.567), (332.968, 262.426), (386.891, 262.426), (448.716, 261.032), (502.173, 254.989), (532.388, 253.129), (415.711, 325.181), (401.766, 334.478), (432.446, 334.942), (416.641, 376.779), (418.5, 401.881), (421.289, 461.381), (319.023, 387.935), (525.415, 381.427)]","{'Eye length ratio': 0.3351357617614473, 'Eye distance ratio': 0.5406223558388789, 'Nose ratio': 0.1485923188765723, 'Lip size ratio': 4.174102566006153, 'Lip length ratio': 0.5088039659075182, 'Eye-brow length ratio': 0.3351357617614473, 'Aggressive ratio': 0.9777820655637662}"
w-038-02.pts,w-038,"[(360.14, 262.216), (472.986, 259.503), (361.622, 373.832), (477.234, 376.999), (313.482, 238.345), (386.181, 236.175), (439.349, 234.547), (514.218, 229.122), (297.206, 263.301), (332.059, 264.026), (383.794, 264.554), (450.839, 264.554), (503.102, 259.803), (532.664, 258.961), (416.02, 329.49), (399.744, 338.17), (432.839, 338.17), (416.02, 370.722), (418.149, 413.187), (418.733, 478.143), (309.684, 373.435), (529.409, 373.435)]","{'Eye length ratio': 0.3187512927552874, 'Eye distance ratio': 0.5395709683982337, 'Nose ratio': 0.15062009329844112, 'Lip size ratio': 2.720129268506987, 'Lip length ratio': 0.5263641790215072, 'Eye-brow length ratio': 0.3187512927552874, 'Aggressive ratio': 0.9849939910699514}"
w-038-03.pts,w-038,"[(357.027, 264.208), (472.518, 264.992), (358.652, 390.525), (461.318, 397.525), (315.405, 236.196), (389.464, 244.98), (438.451, 245.859), (511.251, 239.326), (293.786, 262.192), (328.468, 265.419), (383.712, 269.03), (446.932, 270.089), (503.083, 268.996), (529.451, 264.525), (411.638, 335.417), (395.985, 344.325), (424.451, 346.192), (407.185, 384.925), (404.385, 413.858), (400.185, 468.457), (308.719, 385.858), (512.651, 401.258)]","{'Eye length ratio': 0.3164426344833315, 'Eye distance ratio': 0.5194955178529987, 'Nose ratio': 0.13948849096978447, 'Lip size ratio': 3.5401045994625138, 'Lip length ratio': 0.5031687055797375, 'Eye-brow length ratio': 0.3164426344833315, 'Aggressive ratio': 0.9784539002994681}"
w-038-05.pts,w-038,"[(365.772, 261.57), (481.519, 258.835), (377.62, 390.076), (469.671, 393.722), (323.848, 236.962), (398.582, 234.228), (445.975, 233.316), (523.443, 234.228), (310.177, 269.772), (341.165, 265.215), (390.38, 266.127), (459.646, 264.304), (507.038, 262.481), (535.291, 264.304), (419.544, 328.101), (406.785, 336.304), (438.684, 337.215), (419.544, 376.405), (421.367, 405.57), (421.367, 462.987), (322.937, 389.165), (521.62, 391.899)]","{'Eye length ratio': 0.34405023048787237, 'Eye distance ratio': 0.5484822628097246, 'Nose ratio': 0.160602492466791, 'Lip size ratio': 3.15253689342199, 'Lip length ratio': 0.46362525846415636, 'Eye-brow length ratio': 0.34405023048787237, 'Aggressive ratio': 1.00292922538271}"
w-039-01.pts,w-039,"[(333.022, 285.413), (441.352, 279.371), (350.285, 403.239), (441.352, 399.786), (287.704, 264.265), (361.075, 262.107), (413.298, 255.202), (482.785, 247.002), (264.83, 290.161), (306.699, 287.838), (357.191, 287.14), (417.649, 283.999), (464.146, 280.495), (506.954, 275.487), (392.582, 344.11), (374.362, 355.981), (404.275, 354.141), (393.445, 388.564), (395.171, 416.618), (398.192, 480.925), (292.452, 411.007), (498.322, 397.628)]","{'Eye length ratio': 0.302606494371693, 'Eye distance ratio': 0.5121900942058116, 'Nose ratio': 0.14526861897981613, 'Lip size ratio': 3.242334427363895, 'Lip length ratio': 0.4417380091704349, 'Eye-brow length ratio': 0.302606494371693, 'Aggressive ratio': 0.9601110061108356}"
w-039-02.pts,w-039,"[(338.261, 285.645), (446.07, 279.096), (346.825, 390.935), (447.581, 388.416), (294.936, 262.975), (366.977, 260.96), (423.903, 251.388), (487.883, 237.283), (265.717, 294.209), (309.142, 290.428), (367.192, 287.715), (423.616, 284.46), (470.816, 281.205), (503.5, 277.081), (397.707, 346.602), (380.075, 353.151), (413.341, 351.24), (398.715, 378.34), (400.226, 423.68), (401.233, 487.156), (286.876, 395.469), (501.989, 383.378)]","{'Eye length ratio': 0.3023047450575199, 'Eye distance ratio': 0.5292576851162976, 'Nose ratio': 0.15465515133521496, 'Lip size ratio': 2.2216930317066548, 'Lip length ratio': 0.46779437336789653, 'Eye-brow length ratio': 0.3023047450575199, 'Aggressive ratio': 0.9390710492537069}"
w-039-03.pts,w-039,"[(360.522, 295.131), (469.854, 293.293), (374.762, 411.353), (460.207, 411.813), (310.449, 272.162), (390.33, 273.03), (440.913, 272.162), (521.304, 259.299), (295.749, 296.509), (331.581, 297.887), (386.706, 298.806), (443.669, 297.887), (497.876, 294.212), (532.789, 291.915), (412.431, 359.903), (399.569, 370.469), (429.888, 369.55), (415.188, 399.869), (414.728, 428.81), (415.188, 489.907), (313.206, 407.678), (513.495, 415.947)]","{'Eye length ratio': 0.3433947267658065, 'Eye distance ratio': 0.5521202784899674, 'Nose ratio': 0.15131688107825642, 'Lip size ratio': 2.952055804089269, 'Lip length ratio': 0.42625161887013585, 'Eye-brow length ratio': 0.3433947267658065, 'Aggressive ratio': 0.9638442002818481}"
w-039-05.pts,w-039,"[(351.373, 277.961), (461.804, 269.176), (370.196, 393.412), (456.784, 388.392), (302.431, 255.373), (376.471, 249.098), (431.686, 245.333), (508.235, 245.333), (291.137, 291.765), (328.784, 282.98), (373.961, 276.706), (442.98, 275.451), (484.392, 275.451), (518.275, 276.706), (407.843, 334.431), (397.804, 343.216), (424.157, 340.706), (411.608, 373.333), (414.118, 405.961), (414.118, 464.941), (311.216, 395.922), (509.49, 389.647)]","{'Eye length ratio': 0.3362771325479638, 'Eye distance ratio': 0.5741250590201206, 'Nose ratio': 0.13344672324509538, 'Lip size ratio': 2.6504196173574477, 'Lip length ratio': 0.4372232026986229, 'Eye-brow length ratio': 0.3362771325479638, 'Aggressive ratio': 0.9702455153035506}"
w-040-01.pts,w-040,"[(326.979, 262.971), (435.309, 264.697), (329.137, 386.406), (426.246, 383.817), (276.915, 243.117), (353.307, 247.002), (407.687, 240.959), (486.237, 246.57), (258.356, 268.581), (299.789, 265.992), (347.264, 267.718), (412.867, 268.15), (465.953, 267.287), (499.215, 265.796), (377.773, 332.087), (361.939, 340.657), (389.992, 341.089), (377.476, 376.911), (377.044, 400.217), (376.181, 454.167), (279.936, 384.68), (481.49, 382.522)]","{'Eye length ratio': 0.326933534690991, 'Eye distance ratio': 0.5474096701773915, 'Nose ratio': 0.13919206806855614, 'Lip size ratio': 4.167459970994302, 'Lip length ratio': 0.4819449807319322, 'Eye-brow length ratio': 0.326933534690991, 'Aggressive ratio': 0.9360631817769371}"
w-040-02.pts,w-040,"[(322.593, 269.594), (432.264, 269.594), (317.103, 368.265), (440.024, 366.753), (274.208, 248.09), (347.323, 250.778), (409.147, 250.778), (482.799, 250.24), (255.93, 271.207), (292.487, 271.207), (347.329, 273.051), (409.294, 275.066), (461.183, 270.028), (498.39, 269.594), (378.504, 338.945), (360.763, 346.471), (396.245, 345.934), (376.861, 371.796), (376.891, 409.909), (378.691, 467.153), (265.607, 370.126), (490.864, 362.062)]","{'Eye length ratio': 0.3037710760321187, 'Eye distance ratio': 0.5576539696315745, 'Nose ratio': 0.15743504596178545, 'Lip size ratio': 3.2254154962031305, 'Lip length ratio': 0.5453841711821432, 'Eye-brow length ratio': 0.3037710760321187, 'Aggressive ratio': 0.8723079014552036}"
w-040-03.pts,w-040,"[(314.939, 270.959), (424.567, 269.51), (319.768, 395.075), (418.289, 393.143), (264.23, 257.436), (341.501, 255.504), (391.244, 254.539), (473.344, 251.158), (245.878, 271.442), (284.031, 274.822), (339.569, 276.271), (400.903, 275.305), (456.441, 272.89), (491.213, 268.061), (366.268, 340.705), (353.574, 350.161), (380.136, 348.712), (367.58, 384.45), (368.545, 409.563), (370.96, 455.926), (272.923, 395.075), (467.066, 393.626)]","{'Eye length ratio': 0.3348963094824787, 'Eye distance ratio': 0.5277146046507128, 'Nose ratio': 0.13701628387073056, 'Lip size ratio': 3.920968056768117, 'Lip length ratio': 0.5075495743186914, 'Eye-brow length ratio': 0.3348963094824787, 'Aggressive ratio': 0.9393682307981185}"
w-040-05.pts,w-040,"[(319.291, 268.861), (430.481, 267.038), (323.848, 392.81), (419.544, 388.253), (267.342, 257.013), (346.633, 249.722), (394.025, 247.899), (478.785, 252.456), (251.848, 276.152), (294.684, 271.595), (339.342, 272.506), (408.608, 273.418), (450.532, 268.861), (490.633, 271.595), (371.241, 336.304), (356.658, 345.418), (386.734, 344.506), (372.152, 380.051), (373.063, 405.57), (373.063, 452.962), (276.456, 390.076), (470.582, 393.722)]","{'Eye length ratio': 0.3554115999100608, 'Eye distance ratio': 0.542049296109195, 'Nose ratio': 0.15497418438528296, 'Lip size ratio': 3.751849636494853, 'Lip length ratio': 0.4934297657070823, 'Eye-brow length ratio': 0.3554115999100608, 'Aggressive ratio': 0.9455057093976296}"
w-041-01.pts,w-041,"[(325.897, 249.066), (434.943, 256.073), (322.831, 358.988), (421.367, 363.805), (277.286, 223.665), (357.428, 228.483), (407.353, 231.11), (487.058, 238.993), (263.272, 249.504), (297.431, 249.942), (349.108, 253.007), (410.419, 257.824), (464.285, 260.89), (503.261, 258.7), (371.004, 315.632), (353.925, 321.763), (383.267, 324.391), (368.815, 355.484), (366.187, 383.95), (362.246, 429.058), (279.038, 355.046), (485.306, 368.184)]","{'Eye length ratio': 0.3342978912832287, 'Eye distance ratio': 0.5419541043864176, 'Nose ratio': 0.1425324176445201, 'Lip size ratio': 3.4509914152306855, 'Lip length ratio': 0.47731186359178585, 'Eye-brow length ratio': 0.3342978912832287, 'Aggressive ratio': 0.8541485839226246}"
w-041-02.pts,w-041,"[(337.731, 253.896), (446.967, 257.519), (334.958, 348.622), (446.242, 350.772), (291.137, 229.563), (360.51, 231.634), (415.387, 235.258), (501.844, 240.953), (280.265, 252.342), (311.841, 254.003), (360.763, 256.154), (419.362, 259.379), (473.66, 259.379), (521.0, 258.555), (379.665, 316.021), (358.957, 322.751), (397.267, 324.304), (383.289, 353.813), (384.842, 391.089), (385.36, 438.718), (292.69, 348.636), (510.128, 353.296)]","{'Eye length ratio': 0.35979613626484547, 'Eye distance ratio': 0.5523075180101644, 'Nose ratio': 0.17629237962451658, 'Lip size ratio': 2.9833752167415812, 'Lip length ratio': 0.5117744570559382, 'Eye-brow length ratio': 0.35979613626484547, 'Aggressive ratio': 0.8470057881628605}"
w-041-03.pts,w-041,"[(344.131, 261.875), (455.907, 267.463), (347.391, 374.116), (437.277, 377.376), (296.627, 239.52), (373.938, 240.917), (424.836, 243.104), (506.542, 249.707), (284.518, 258.149), (313.393, 264.669), (370.212, 265.135), (425.634, 269.326), (484.316, 271.655), (525.301, 269.792), (383.253, 333.597), (373.007, 337.323), (402.348, 336.857), (388.841, 368.061), (386.978, 397.868), (387.91, 439.318), (306.873, 372.253), (505.274, 380.17)]","{'Eye length ratio': 0.3400435590142057, 'Eye distance ratio': 0.5415698949280489, 'Nose ratio': 0.1477883928841035, 'Lip size ratio': 3.0117061408002948, 'Lip length ratio': 0.45298951045433894, 'Eye-brow length ratio': 0.3400435590142057, 'Aggressive ratio': 0.8817524841459659}"
w-041-05.pts,w-041,"[(353.013, 248.81), (465.114, 252.456), (356.658, 359.089), (447.797, 360.911), (308.354, 235.139), (386.734, 225.114), (426.835, 223.291), (517.975, 237.873), (296.506, 256.101), (329.316, 252.456), (377.62, 251.544), (440.506, 254.278), (486.076, 255.19), (526.177, 259.747), (396.759, 310.785), (382.177, 317.165), (418.633, 316.253), (397.671, 348.152), (397.671, 381.873), (397.671, 425.62), (315.646, 359.089), (518.886, 365.468)]","{'Eye length ratio': 0.40182490883416133, 'Eye distance ratio': 0.5435866978555574, 'Nose ratio': 0.17934194396268832, 'Lip size ratio': 2.703277197711791, 'Lip length ratio': 0.4482992687137647, 'Eye-brow length ratio': 0.40182490883416133, 'Aggressive ratio': 0.8617434543855246}"
w-042-01.pts,w-042,"[(315.741, 266.005), (424.227, 273.411), (316.198, 390.862), (410.869, 397.722), (266.347, 243.595), (357.817, 243.138), (398.978, 250.456), (478.1, 262.804), (243.937, 262.804), (291.958, 266.463), (339.98, 269.207), (403.552, 274.238), (454.775, 279.269), (484.045, 279.726), (377.483, 337.352), (355.987, 342.84), (391.203, 346.042), (366.507, 385.831), (365.134, 410.528), (360.561, 475.472), (248.053, 385.374), (466.209, 397.722)]","{'Eye length ratio': 0.3800157342010106, 'Eye distance ratio': 0.5282459030974577, 'Nose ratio': 0.16183264265576466, 'Lip size ratio': 3.837424569126937, 'Lip length ratio': 0.434402597200084, 'Eye-brow length ratio': 0.3800157342010106, 'Aggressive ratio': 0.9486696725443635}"
w-042-02.pts,w-042,"[(311.152, 261.117), (420.641, 270.152), (298.385, 368.309), (411.763, 381.77), (258.002, 245.172), (349.42, 238.262), (393.003, 243.046), (466.882, 253.144), (237.805, 256.333), (284.046, 264.306), (334.007, 263.774), (397.255, 270.684), (444.896, 274.086), (482.295, 279.188), (370.149, 328.617), (348.357, 336.058), (385.031, 339.779), (361.645, 371.138), (356.33, 407.811), (349.952, 469.997), (233.553, 360.508), (466.882, 391.866)]","{'Eye length ratio': 0.37335194236926045, 'Eye distance ratio': 0.51471992227957, 'Nose ratio': 0.1565764662068979, 'Lip size ratio': 3.081116038357119, 'Lip length ratio': 0.48496741527050186, 'Eye-brow length ratio': 0.37335194236926045, 'Aggressive ratio': 0.8785684897575426}"
w-042-03.pts,w-042,"[(304.081, 277.4), (416.129, 279.815), (312.292, 406.352), (408.885, 408.284), (252.507, 263.374), (342.131, 257.553), (384.253, 261.462), (472.153, 271.122), (237.432, 279.815), (281.913, 281.01), (332.093, 280.298), (391.015, 285.128), (444.291, 284.897), (479.88, 290.44), (367.467, 348.296), (348.031, 357.572), (380.873, 357.089), (361.071, 396.693), (361.071, 425.67), (360.588, 481.694), (249.989, 403.454), (464.908, 412.147)]","{'Eye length ratio': 0.370086432844274, 'Eye distance ratio': 0.5398604471278369, 'Nose ratio': 0.15270272222635098, 'Lip size ratio': 3.334103581049375, 'Lip length ratio': 0.44916171328999605, 'Eye-brow length ratio': 0.370086432844274, 'Aggressive ratio': 0.9456384581582528}"
w-042-05.pts,w-042,"[(313.823, 262.481), (423.19, 272.506), (312.911, 393.722), (411.342, 394.633), (262.785, 247.899), (353.013, 240.608), (398.582, 245.165), (473.316, 266.127), (249.114, 273.418), (290.127, 265.215), (334.785, 267.038), (402.228, 272.506), (444.152, 277.975), (480.608, 287.089), (371.241, 333.57), (353.013, 339.038), (389.468, 340.861), (363.949, 375.494), (365.772, 410.127), (365.772, 468.456), (255.494, 395.544), (463.291, 399.19)]","{'Eye length ratio': 0.3903542281892963, 'Eye distance ratio': 0.5543651393231487, 'Nose ratio': 0.17562782685786776, 'Lip size ratio': 2.838308261709427, 'Lip length ratio': 0.47363564907986366, 'Eye-brow length ratio': 0.3903542281892963, 'Aggressive ratio': 0.980554505913743}"
w-043-01.pts,w-043,"[(317.766, 258.954), (428.093, 259.401), (321.339, 375.088), (422.733, 376.875), (277.566, 225.454), (351.266, 232.601), (410.226, 232.154), (476.78, 236.621), (248.086, 259.847), (293.199, 261.634), (344.119, 262.974), (406.653, 261.634), (454.0, 262.081), (484.82, 262.081), (374.493, 318.808), (358.413, 326.401), (389.233, 327.741), (371.366, 366.601), (370.026, 390.721), (368.239, 457.275), (260.146, 371.515), (470.08, 376.875)]","{'Eye length ratio': 0.31276635262875135, 'Eye distance ratio': 0.5457284536712457, 'Nose ratio': 0.14689886686964443, 'Lip size ratio': 4.197910900251778, 'Lip length ratio': 0.48289800146736545, 'Eye-brow length ratio': 0.31276635262875135, 'Aggressive ratio': 0.932333911251593}"
w-043-02.pts,w-043,"[(326.932, 266.248), (438.441, 266.784), (321.251, 365.291), (437.649, 368.48), (285.116, 236.227), (358.025, 239.443), (417.533, 242.124), (482.937, 237.299), (254.022, 266.248), (302.117, 267.495), (353.672, 270.684), (416.389, 269.621), (467.945, 268.026), (492.051, 266.248), (383.758, 328.972), (364.995, 338.086), (398.769, 337.55), (382.399, 368.798), (380.542, 403.49), (376.789, 462.462), (264.208, 361.675), (486.69, 369.716)]","{'Eye length ratio': 0.30660085140860793, 'Eye distance ratio': 0.5405987637034936, 'Nose ratio': 0.1517255908667638, 'Lip size ratio': 3.3516434997876954, 'Lip length ratio': 0.5230342215089454, 'Eye-brow length ratio': 0.30660085140860793, 'Aggressive ratio': 0.8676666084916086}"
w-043-03.pts,w-043,"[(335.058, 266.577), (447.754, 266.695), (346.571, 389.155), (430.26, 391.519), (293.998, 237.096), (367.375, 240.69), (427.896, 245.418), (491.075, 242.751), (260.046, 266.222), (310.718, 267.164), (364.066, 271.896), (425.059, 270.477), (475.651, 271.423), (499.764, 269.532), (392.887, 328.884), (376.832, 337.618), (402.837, 339.982), (395.272, 378.753), (393.853, 399.557), (393.853, 461.023), (280.377, 387.263), (480.379, 395.301)]","{'Eye length ratio': 0.3064349021173237, 'Eye distance ratio': 0.5376788473317144, 'Nose ratio': 0.13045452827519458, 'Lip size ratio': 4.015011843610913, 'Lip length ratio': 0.418270063599425, 'Eye-brow length ratio': 0.3064349021173237, 'Aggressive ratio': 0.9565098492504137}"
w-043-05.pts,w-043,"[(334.785, 267.949), (450.532, 265.215), (342.987, 383.696), (437.772, 384.608), (288.304, 238.785), (364.861, 244.253), (422.902, 241.569), (491.922, 242.824), (269.165, 271.595), (314.734, 267.949), (358.481, 269.772), (431.392, 268.861), (472.405, 269.772), (499.451, 272.941), (389.468, 327.19), (377.62, 335.392), (409.519, 335.392), (389.468, 370.937), (391.291, 403.747), (390.38, 455.696), (281.924, 382.785), (481.519, 387.342)]","{'Eye length ratio': 0.33328432275459485, 'Eye distance ratio': 0.5681153846597162, 'Nose ratio': 0.15977699506207158, 'Lip size ratio': 2.8845903610730446, 'Lip length ratio': 0.47478489880689057, 'Eye-brow length ratio': 0.33328432275459485, 'Aggressive ratio': 0.9448706828536408}"
w-044-01.pts,w-044,"[(324.928, 242.98), (434.587, 247.214), (333.395, 364.071), (417.228, 367.035), (288.939, 202.757), (358.799, 221.81), (407.913, 223.08), (470.999, 214.612), (254.22, 242.98), (301.217, 242.556), (351.178, 246.367), (411.581, 248.432), (459.991, 250.601), (492.592, 250.178), (382.509, 313.264), (364.303, 321.308), (395.211, 323.425), (377.852, 356.027), (376.582, 377.62), (372.771, 442.4), (266.499, 364.071), (473.116, 369.999)]","{'Eye length ratio': 0.3036371116229385, 'Eye distance ratio': 0.48546137082038104, 'Nose ratio': 0.1498795964643237, 'Lip size ratio': 3.8781395122109843, 'Lip length ratio': 0.40582757947459275, 'Eye-brow length ratio': 0.3036371116229385, 'Aggressive ratio': 0.9541205508572563}"
w-044-02.pts,w-044,"[(335.954, 242.933), (445.946, 254.99), (330.148, 351.489), (432.008, 358.458), (300.126, 206.205), (371.964, 222.824), (420.213, 228.185), (488.298, 225.505), (265.28, 236.763), (310.312, 242.66), (360.706, 248.557), (425.574, 254.454), (473.823, 258.207), (503.309, 264.64), (391.264, 315.57), (371.719, 322.133), (405.202, 326.828), (382.686, 352.025), (377.861, 391.16), (371.428, 455.492), (261.527, 341.303), (484.546, 363.283)]","{'Eye length ratio': 0.30767144691212933, 'Eye distance ratio': 0.495927179383106, 'Nose ratio': 0.15087299231469437, 'Lip size ratio': 2.58926475312604, 'Lip length ratio': 0.4555927755921459, 'Eye-brow length ratio': 0.30767144691212933, 'Aggressive ratio': 0.9246453786179153}"
w-044-03.pts,w-044,"[(317.351, 267.472), (429.009, 274.45), (317.849, 391.593), (412.56, 395.082), (274.482, 235.071), (348.686, 249.438), (403.807, 251.287), (474.869, 250.025), (239.09, 261.49), (284.451, 266.973), (345.265, 272.955), (404.7, 276.447), (457.921, 276.943), (485.836, 273.952), (375.672, 344.237), (356.73, 351.714), (388.633, 353.708), (369.691, 386.608), (367.198, 411.532), (364.207, 467.361), (257.035, 386.608), (458.918, 397.574)]","{'Eye length ratio': 0.3059252181295796, 'Eye distance ratio': 0.5182129764406236, 'Nose ratio': 0.15810246985626603, 'Lip size ratio': 3.78368907343704, 'Lip length ratio': 0.4687652441973456, 'Eye-brow length ratio': 0.3059252181295796, 'Aggressive ratio': 0.9660997166569253}"
w-044-05.pts,w-044,"[(321.114, 241.519), (435.038, 248.81), (327.494, 364.557), (414.076, 368.203), (275.544, 212.354), (353.924, 215.089), (401.316, 219.646), (479.696, 227.848), (268.253, 247.899), (300.152, 245.165), (345.722, 245.165), (411.342, 247.899), (455.089, 254.278), (488.81, 261.57), (376.709, 309.873), (363.949, 318.987), (392.203, 320.81), (375.797, 351.797), (373.975, 378.228), (373.975, 441.114), (262.785, 364.557), (466.025, 373.671)]","{'Eye length ratio': 0.3566289937269266, 'Eye distance ratio': 0.5709601738707268, 'Nose ratio': 0.1391671215208845, 'Lip size ratio': 3.270915448735326, 'Lip length ratio': 0.4259581358299999, 'Eye-brow length ratio': 0.3566289937269266, 'Aggressive ratio': 0.9731184794836089}"
w-045-01.pts,w-045,"[(329.033, 274.839), (451.319, 275.318), (333.829, 388.013), (445.085, 387.533), (274.844, 259.014), (366.918, 250.861), (419.669, 252.3), (502.631, 257.095), (255.662, 273.88), (303.617, 274.359), (352.532, 276.757), (426.383, 275.798), (482.97, 278.675), (517.018, 276.277), (389.457, 337.18), (373.152, 345.812), (406.721, 346.772), (390.416, 379.381), (389.457, 410.552), (391.375, 496.392), (273.405, 387.054), (509.345, 387.533)]","{'Eye length ratio': 0.35365698594234135, 'Eye distance ratio': 0.5366752871612807, 'Nose ratio': 0.14233557233883234, 'Lip size ratio': 3.567560186354779, 'Lip length ratio': 0.4715470296096069, 'Eye-brow length ratio': 0.35365698594234135, 'Aggressive ratio': 0.9453371039864213}"
w-045-02.pts,w-045,"[(329.076, 271.073), (452.379, 271.609), (321.034, 372.933), (460.421, 375.613), (278.836, 259.521), (364.638, 245.417), (422.231, 248.943), (503.332, 247.768), (257.238, 274.826), (299.054, 273.754), (354.809, 275.898), (432.008, 273.218), (487.226, 274.826), (519.199, 274.214), (391.264, 330.581), (372.5, 341.839), (406.275, 342.375), (391.652, 371.446), (390.662, 417.331), (390.496, 493.42), (266.888, 374.541), (517.436, 374.708)]","{'Eye length ratio': 0.3319319789516287, 'Eye distance ratio': 0.5386453952251182, 'Nose ratio': 0.134821452636744, 'Lip size ratio': 3.0376010498631683, 'Lip length ratio': 0.5564312263107778, 'Eye-brow length ratio': 0.3319319789516287, 'Aggressive ratio': 0.8797912794507446}"
w-045-03.pts,w-045,"[(349.332, 301.131), (477.215, 297.907), (362.228, 420.954), (462.707, 424.178), (294.525, 288.235), (383.125, 274.399), (440.14, 273.728), (527.723, 279.638), (272.495, 302.743), (309.57, 309.728), (377.81, 303.28), (449.274, 301.669), (509.992, 304.892), (542.768, 298.982), (409.512, 362.923), (395.004, 372.058), (427.244, 372.595), (412.736, 407.521), (411.661, 446.209), (411.124, 527.882), (295.062, 418.268), (533.097, 427.402)]","{'Eye length ratio': 0.33175768185658305, 'Eye distance ratio': 0.5371103306121795, 'Nose ratio': 0.13536143391200434, 'Lip size ratio': 2.597495947551929, 'Lip length ratio': 0.4220252410975393, 'Eye-brow length ratio': 0.33175768185658305, 'Aggressive ratio': 0.9531884778372108}"
