File,Features
w-020-01.pts,"{'Eye length ratio': 0.2347962103849545, 'Eye distance ratio': 0.22544268071153853, 'Nose ratio': 0.1446179041061665, 'Lip size ratio': 2.6700372332695523, 'Lip length ratio': 0.4855664819851734, 'Eye-brow length ratio': 0.3639485557337741, 'Aggressive ratio left': 0.9828709850566627, 'Jaw line ratio': 0.6517172089016836, 'Jaw horizontal length ratio': 0.28366846347248187, 'Nose tip to lips distance': 36.45361658326924, 'Lower lips to chin distance': 54.680937857721474, 'Nose tip to chin': 126.128797821909}"
w-020-02.pts,"{'Eye length ratio': 0.21224318080297483, 'Eye distance ratio': 0.23252637103167334, 'Nose ratio': 0.14457599796426038, 'Lip size ratio': 3.2327442249990352, 'Lip length ratio': 0.505953254508553, 'Eye-brow length ratio': 0.3582747596889662, 'Aggressive ratio left': 0.9310889172653563, 'Jaw line ratio': 0.668216055085646, 'Jaw horizontal length ratio': 0.3008159266919455, 'Nose tip to lips distance': 36.529869969656346, 'Lower lips to chin distance': 62.744889975200365, 'Nose tip to chin': 131.88068754749497}"
w-020-03.pts,"{'Eye length ratio': 0.23434442921334767, 'Eye distance ratio': 0.23279901264381553, 'Nose ratio': 0.15542729418104795, 'Lip size ratio': 1.9796302917830526, 'Lip length ratio': 0.47255551235504295, 'Eye-brow length ratio': 0.3652610543728107, 'Aggressive ratio left': 1.0046980369373746, 'Jaw line ratio': 0.6436978502933496, 'Jaw horizontal length ratio': 0.2219503803469404, 'Nose tip to lips distance': 32.60761144272914, 'Lower lips to chin distance': 41.66500000000002, 'Nose tip to chin': 118.5515787537222}"
w-020-05.pts,"{'Eye length ratio': 0.1910371899671513, 'Eye distance ratio': 0.2532293878305924, 'Nose ratio': 0.1637459636906622, 'Lip size ratio': 2.356988622556851, 'Lip length ratio': 0.47605552622996034, 'Eye-brow length ratio': 0.360277953648637, 'Aggressive ratio left': 1.0022555003861418, 'Jaw line ratio': 0.6404998669212294, 'Jaw horizontal length ratio': 0.2884615479509987, 'Nose tip to lips distance': 33.01184825180196, 'Lower lips to chin distance': 54.68399999999997, 'Nose tip to chin': 125.85452805918426}"
w-021-01.pts,"{'Eye length ratio': 0.23155346767294788, 'Eye distance ratio': 0.24004972057650398, 'Nose ratio': 0.14807765107481657, 'Lip size ratio': 3.322510308317643, 'Lip length ratio': 0.4441896080058582, 'Eye-brow length ratio': 0.31188410553808266, 'Aggressive ratio left': 0.999235791068759, 'Jaw line ratio': 0.6674589169277703, 'Jaw horizontal length ratio': 0.330097857434501, 'Nose tip to lips distance': 40.01962621014842, 'Lower lips to chin distance': 64.3417386227634, 'Nose tip to chin': 130.12997241988487}"
w-021-02.pts,"{'Eye length ratio': 0.19949104976480586, 'Eye distance ratio': 0.25742940148837734, 'Nose ratio': 0.15604882186168104, 'Lip size ratio': 2.8255298061938285, 'Lip length ratio': 0.5405456114803605, 'Eye-brow length ratio': 0.34414251323606426, 'Aggressive ratio left': 0.9683988887511735, 'Jaw line ratio': 0.6921096344542189, 'Jaw horizontal length ratio': 0.2875960283707835, 'Nose tip to lips distance': 33.485794376123174, 'Lower lips to chin distance': 58.5793577465646, 'Nose tip to chin': 130.68858118825838}"
w-021-03.pts,"{'Eye length ratio': 0.26321766366097676, 'Eye distance ratio': 0.21506100826555197, 'Nose ratio': 0.14555536277149828, 'Lip size ratio': 3.5155081751376014, 'Lip length ratio': 0.4898905049668017, 'Eye-brow length ratio': 0.3621925428677505, 'Aggressive ratio left': 0.9882597269383372, 'Jaw line ratio': 0.6291777927875577, 'Jaw horizontal length ratio': 0.3017433244850772, 'Nose tip to lips distance': 36.76453624078509, 'Lower lips to chin distance': 55.79781156998902, 'Nose tip to chin': 118.32368094764465}"
w-021-05.pts,"{'Eye length ratio': 0.20010381270420294, 'Eye distance ratio': 0.2719244186694487, 'Nose ratio': 0.15871986857284903, 'Lip size ratio': 1.9046004204531242, 'Lip length ratio': 0.40640283282549305, 'Eye-brow length ratio': 0.3485066549714062, 'Aggressive ratio left': 1.0157076890450647, 'Jaw line ratio': 0.6427899175542742, 'Jaw horizontal length ratio': 0.2673129822073645, 'Nose tip to lips distance': 31.10837347081972, 'Lower lips to chin distance': 49.214999999999975, 'Nose tip to chin': 119.51819279925543}"
w-022-01.pts,"{'Eye length ratio': 0.21836072409991847, 'Eye distance ratio': 0.25145431911233224, 'Nose ratio': 0.13146349437459307, 'Lip size ratio': 2.980437026619493, 'Lip length ratio': 0.3850026183675963, 'Eye-brow length ratio': 0.3258876122683775, 'Aggressive ratio left': 0.9266864189408409, 'Jaw line ratio': 0.6384370990007057, 'Jaw horizontal length ratio': 0.29109140935220906, 'Nose tip to lips distance': 44.34566207646471, 'Lower lips to chin distance': 56.45433472285366, 'Nose tip to chin': 125.77825412208584}"
w-022-02.pts,"{'Eye length ratio': 0.19085484882316248, 'Eye distance ratio': 0.26958979442241293, 'Nose ratio': 0.15722943929124789, 'Lip size ratio': 3.077681521323338, 'Lip length ratio': 0.48394608955122076, 'Eye-brow length ratio': 0.33465993997202936, 'Aggressive ratio left': 0.8699508532143327, 'Jaw line ratio': 0.673551970016839, 'Jaw horizontal length ratio': 0.28322642283602734, 'Nose tip to lips distance': 39.391203193098846, 'Lower lips to chin distance': 59.321112009132115, 'Nose tip to chin': 131.51658186327685}"
w-022-03.pts,"{'Eye length ratio': 0.24324934999841602, 'Eye distance ratio': 0.2151038306127151, 'Nose ratio': 0.1331586622669808, 'Lip size ratio': 2.655116745653655, 'Lip length ratio': 0.38495498999166855, 'Eye-brow length ratio': 0.3307729171596566, 'Aggressive ratio left': 0.9319316980586283, 'Jaw line ratio': 0.6270929310591608, 'Jaw horizontal length ratio': 0.2612806685994686, 'Nose tip to lips distance': 44.04130734889694, 'Lower lips to chin distance': 48.70730575591303, 'Nose tip to chin': 119.73754362771938}"
w-022-05.pts,"{'Eye length ratio': 0.20377180580364845, 'Eye distance ratio': 0.2628263793715083, 'Nose ratio': 0.1442347101246343, 'Lip size ratio': 2.338403111922981, 'Lip length ratio': 0.3722870731113742, 'Eye-brow length ratio': 0.3688337440745683, 'Aggressive ratio left': 0.9136161650411492, 'Jaw line ratio': 0.6233041990262065, 'Jaw horizontal length ratio': 0.269721111532702, 'Nose tip to lips distance': 41.022138998350634, 'Lower lips to chin distance': 52.86099999999999, 'Nose tip to chin': 124.8909287218251}"
w-023-01.pts,"{'Eye length ratio': 0.18977195147951376, 'Eye distance ratio': 0.29071904352552264, 'Nose ratio': 0.14413067332765414, 'Lip size ratio': 3.496507315151695, 'Lip length ratio': 0.43931558054230935, 'Eye-brow length ratio': 0.32652880622570357, 'Aggressive ratio left': 0.9765478047823766, 'Jaw line ratio': 0.636129119333275, 'Jaw horizontal length ratio': 0.3304486143020755, 'Nose tip to lips distance': 44.98698399537356, 'Lower lips to chin distance': 64.96526932138435, 'Nose tip to chin': 134.51456944509764}"
w-023-02.pts,"{'Eye length ratio': 0.21462118253523324, 'Eye distance ratio': 0.29191372922603664, 'Nose ratio': 0.16222145088196985, 'Lip size ratio': 2.9411062463105835, 'Lip length ratio': 0.49856402353699597, 'Eye-brow length ratio': 0.32415737019035656, 'Aggressive ratio left': 0.9438675879661794, 'Jaw line ratio': 0.6898353380180217, 'Jaw horizontal length ratio': 0.30958576849870095, 'Nose tip to lips distance': 34.6486367552895, 'Lower lips to chin distance': 63.27196624098228, 'Nose tip to chin': 132.5549505676797}"
w-023-03.pts,"{'Eye length ratio': 0.2194760129464498, 'Eye distance ratio': 0.279079690155887, 'Nose ratio': 0.16091172783740343, 'Lip size ratio': 3.607412609807548, 'Lip length ratio': 0.5000211287641314, 'Eye-brow length ratio': 0.337797789352618, 'Aggressive ratio left': 1.0261884364973766, 'Jaw line ratio': 0.6575757328970494, 'Jaw horizontal length ratio': 0.31187799446918396, 'Nose tip to lips distance': 37.97106931599368, 'Lower lips to chin distance': 56.096000000000004, 'Nose tip to chin': 118.9108336359644}"
w-023-05.pts,"{'Eye length ratio': 0.18991731017754923, 'Eye distance ratio': 0.30391350762586267, 'Nose ratio': 0.1469219723367852, 'Lip size ratio': 2.4136772533809423, 'Lip length ratio': 0.4360388131302002, 'Eye-brow length ratio': 0.35061951075736075, 'Aggressive ratio left': 0.9546215972891383, 'Jaw line ratio': 0.6209219141085696, 'Jaw horizontal length ratio': 0.2843590689907536, 'Nose tip to lips distance': 35.59071880420516, 'Lower lips to chin distance': 54.68399999999997, 'Nose tip to chin': 124.8643233353707}"
w-024-01.pts,"{'Eye length ratio': 0.21859238822896723, 'Eye distance ratio': 0.25399981960822743, 'Nose ratio': 0.13652772397361704, 'Lip size ratio': 3.508772603370833, 'Lip length ratio': 0.4264374371678237, 'Eye-brow length ratio': 0.3027515294539908, 'Aggressive ratio left': 0.8938819224122051, 'Jaw line ratio': 0.6320676432049828, 'Jaw horizontal length ratio': 0.34169211108440695, 'Nose tip to lips distance': 45.73354778496853, 'Lower lips to chin distance': 73.23059465824377, 'Nose tip to chin': 144.98077583597072}"
w-024-02.pts,"{'Eye length ratio': 0.2023087793615663, 'Eye distance ratio': 0.246767511746414, 'Nose ratio': 0.15118778136577343, 'Lip size ratio': 2.8344717149905803, 'Lip length ratio': 0.5029683616595655, 'Eye-brow length ratio': 0.29318208822903347, 'Aggressive ratio left': 0.889444193801954, 'Jaw line ratio': 0.6786852619003367, 'Jaw horizontal length ratio': 0.3074287970067114, 'Nose tip to lips distance': 40.26061893463633, 'Lower lips to chin distance': 70.31193085814101, 'Nose tip to chin': 151.08766457259176}"
w-024-03.pts,"{'Eye length ratio': 0.22691197685681502, 'Eye distance ratio': 0.2413620332609314, 'Nose ratio': 0.13643706442643272, 'Lip size ratio': 3.2526131512895007, 'Lip length ratio': 0.4068377426727107, 'Eye-brow length ratio': 0.32702930805643393, 'Aggressive ratio left': 0.9217431523998253, 'Jaw line ratio': 0.6454842516259878, 'Jaw horizontal length ratio': 0.30508455392933786, 'Nose tip to lips distance': 47.71823970977972, 'Lower lips to chin distance': 65.80192600524698, 'Nose tip to chin': 140.4008396840987}"
w-024-05.pts,"{'Eye length ratio': 0.19062616460628515, 'Eye distance ratio': 0.27248582323934395, 'Nose ratio': 0.16569287219201514, 'Lip size ratio': 2.8486274766315587, 'Lip length ratio': 0.4088081601776033, 'Eye-brow length ratio': 0.29515196561505125, 'Aggressive ratio left': 0.9055246132871111, 'Jaw line ratio': 0.6184843505484932, 'Jaw horizontal length ratio': 0.29152626728346775, 'Nose tip to lips distance': 43.07671614689313, 'Lower lips to chin distance': 61.124174636554386, 'Nose tip to chin': 134.22483183077563}"
w-025-01.pts,"{'Eye length ratio': 0.21889039846879238, 'Eye distance ratio': 0.27200613205059115, 'Nose ratio': 0.1474282829315131, 'Lip size ratio': 2.868623810004533, 'Lip length ratio': 0.4357496928127692, 'Eye-brow length ratio': 0.3150243069939734, 'Aggressive ratio left': 1.020990987100862, 'Jaw line ratio': 0.6725274859919969, 'Jaw horizontal length ratio': 0.31642821494188533, 'Nose tip to lips distance': 40.88648757230195, 'Lower lips to chin distance': 59.978920705527905, 'Nose tip to chin': 129.58298592793736}"
w-025-02.pts,"{'Eye length ratio': 0.1924018826115313, 'Eye distance ratio': 0.28476136994848256, 'Nose ratio': 0.15183642065582997, 'Lip size ratio': 3.1735240720998554, 'Lip length ratio': 0.4685011977217501, 'Eye-brow length ratio': 0.3306601239671605, 'Aggressive ratio left': 0.9084017759351397, 'Jaw line ratio': 0.6670551715951883, 'Jaw horizontal length ratio': 0.28987072910328493, 'Nose tip to lips distance': 38.514631414567624, 'Lower lips to chin distance': 59.77763837757388, 'Nose tip to chin': 128.73413928713703}"
w-025-03.pts,"{'Eye length ratio': 0.2396588554204328, 'Eye distance ratio': 0.2345645895147734, 'Nose ratio': 0.13931365135171092, 'Lip size ratio': 3.035624104884007, 'Lip length ratio': 0.460790271184685, 'Eye-brow length ratio': 0.3824179050065574, 'Aggressive ratio left': 1.0165967108412872, 'Jaw line ratio': 0.6687546683988792, 'Jaw horizontal length ratio': 0.32467310188913184, 'Nose tip to lips distance': 36.107488932353064, 'Lower lips to chin distance': 59.020877458743364, 'Nose tip to chin': 122.61036623793275}"
w-025-05.pts,"{'Eye length ratio': 0.20682795923222838, 'Eye distance ratio': 0.2915153455916254, 'Nose ratio': 0.1584169671211992, 'Lip size ratio': 2.900000983033303, 'Lip length ratio': 0.41829467599737813, 'Eye-brow length ratio': 0.3449727271392304, 'Aggressive ratio left': 1.0245106942310072, 'Jaw line ratio': 0.6650891933374856, 'Jaw horizontal length ratio': 0.3314799922815415, 'Nose tip to lips distance': 31.83320357739695, 'Lower lips to chin distance': 59.240999999999985, 'Nose tip to chin': 115.80440978218398}"
w-026-01.pts,"{'Eye length ratio': 0.23224258419030097, 'Eye distance ratio': 0.2602649739559841, 'Nose ratio': 0.15461720411621066, 'Lip size ratio': 3.5607348247806363, 'Lip length ratio': 0.4462732572525868, 'Eye-brow length ratio': 0.315690742604768, 'Aggressive ratio left': 0.9768437133895634, 'Jaw line ratio': 0.6318816883329712, 'Jaw horizontal length ratio': 0.2851279584743216, 'Nose tip to lips distance': 38.915650142327046, 'Lower lips to chin distance': 53.23729903930139, 'Nose tip to chin': 115.51618027791604}"
w-026-02.pts,"{'Eye length ratio': 0.21995291750801432, 'Eye distance ratio': 0.27249609960746596, 'Nose ratio': 0.16160171709766083, 'Lip size ratio': 2.809330232521178, 'Lip length ratio': 0.5136851536893274, 'Eye-brow length ratio': 0.29972126688993983, 'Aggressive ratio left': 0.8797598367411652, 'Jaw line ratio': 0.6748609595664141, 'Jaw horizontal length ratio': 0.2566077122755134, 'Nose tip to lips distance': 30.48303462583732, 'Lower lips to chin distance': 53.93648120706426, 'Nose tip to chin': 122.78950247069162}"
w-026-03.pts,"{'Eye length ratio': 0.2259469225665456, 'Eye distance ratio': 0.2754080072806189, 'Nose ratio': 0.16895433784755465, 'Lip size ratio': 3.2864142299396972, 'Lip length ratio': 0.4629664186239255, 'Eye-brow length ratio': 0.32603799607858003, 'Aggressive ratio left': 0.9483814148955809, 'Jaw line ratio': 0.651572270562402, 'Jaw horizontal length ratio': 0.24758492596892923, 'Nose tip to lips distance': 36.90997920617136, 'Lower lips to chin distance': 46.69901754855238, 'Nose tip to chin': 110.13988327576894}"
w-026-05.pts,"{'Eye length ratio': 0.2075672258081581, 'Eye distance ratio': 0.30485417955231875, 'Nose ratio': 0.18431323527786994, 'Lip size ratio': 2.756532798402482, 'Lip length ratio': 0.4561865163392318, 'Eye-brow length ratio': 0.3037616553275103, 'Aggressive ratio left': 0.986103017083177, 'Jaw line ratio': 0.6363577145700298, 'Jaw horizontal length ratio': 0.2618263626061333, 'Nose tip to lips distance': 32.86160449521603, 'Lower lips to chin distance': 49.214999999999975, 'Nose tip to chin': 113.10483817237879}"
w-027-01.pts,"{'Eye length ratio': 0.2028527457366164, 'Eye distance ratio': 0.25640931231190306, 'Nose ratio': 0.15275930958205358, 'Lip size ratio': 3.7858958577591966, 'Lip length ratio': 0.46984844911744417, 'Eye-brow length ratio': 0.35057826730487185, 'Aggressive ratio left': 0.9483223474725231, 'Jaw line ratio': 0.6367718017070506, 'Jaw horizontal length ratio': 0.334122202063361, 'Nose tip to lips distance': 42.10776821442805, 'Lower lips to chin distance': 66.88099999999997, 'Nose tip to chin': 133.78431415154765}"
w-027-02.pts,"{'Eye length ratio': 0.21268818831195008, 'Eye distance ratio': 0.2568282037337306, 'Nose ratio': 0.1485076211220491, 'Lip size ratio': 2.3845326745939737, 'Lip length ratio': 0.46619942468762005, 'Eye-brow length ratio': 0.3308582048071646, 'Aggressive ratio left': 0.9082491882801177, 'Jaw line ratio': 0.6695301397733869, 'Jaw horizontal length ratio': 0.2895459452001334, 'Nose tip to lips distance': 36.474999999999966, 'Lower lips to chin distance': 60.96599999999995, 'Nose tip to chin': 138.60699999999997}"
w-027-03.pts,"{'Eye length ratio': 0.21424373787794052, 'Eye distance ratio': 0.24212692209013545, 'Nose ratio': 0.13966383830316925, 'Lip size ratio': 3.1501987351089342, 'Lip length ratio': 0.4548120911626003, 'Eye-brow length ratio': 0.3602588605206477, 'Aggressive ratio left': 0.907318736824257, 'Jaw line ratio': 0.6213359696082686, 'Jaw horizontal length ratio': 0.2859653133088087, 'Nose tip to lips distance': 42.59035442444687, 'Lower lips to chin distance': 57.34211047737957, 'Nose tip to chin': 128.82112387337722}"
w-027-05.pts,"{'Eye length ratio': 0.16329016673826335, 'Eye distance ratio': 0.30283141400169844, 'Nose ratio': 0.1542699878426399, 'Lip size ratio': 2.5914716492177394, 'Lip length ratio': 0.462691744676626, 'Eye-brow length ratio': 0.34721809124208475, 'Aggressive ratio left': 0.9356712895486482, 'Jaw line ratio': 0.6144055938567887, 'Jaw horizontal length ratio': 0.2710577293149862, 'Nose tip to lips distance': 37.46688464497684, 'Lower lips to chin distance': 52.868866689196196, 'Nose tip to chin': 124.98067188569598}"
w-028-01.pts,"{'Eye length ratio': 0.20348270890645356, 'Eye distance ratio': 0.24920114327273374, 'Nose ratio': 0.1514884194202573, 'Lip size ratio': 3.805584170002743, 'Lip length ratio': 0.49477848237657585, 'Eye-brow length ratio': 0.32946684605233, 'Aggressive ratio left': 0.9695477245411491, 'Jaw line ratio': 0.6593917419877234, 'Jaw horizontal length ratio': 0.3113777891405617, 'Nose tip to lips distance': 49.468057673614, 'Lower lips to chin distance': 66.92478710462964, 'Nose tip to chin': 144.2521770372981}"
w-028-02.pts,"{'Eye length ratio': 0.21148749820822466, 'Eye distance ratio': 0.28472140245096744, 'Nose ratio': 0.17025009692924248, 'Lip size ratio': 3.067395860144291, 'Lip length ratio': 0.5576307131836956, 'Eye-brow length ratio': 0.2992427967759965, 'Aggressive ratio left': 0.9338997996284267, 'Jaw line ratio': 0.6959484959155469, 'Jaw horizontal length ratio': 0.2799683868020075, 'Nose tip to lips distance': 35.83644157837104, 'Lower lips to chin distance': 65.41742789960485, 'Nose tip to chin': 143.7201516420018}"
w-028-03.pts,"{'Eye length ratio': 0.22421600890844642, 'Eye distance ratio': 0.24185329601896377, 'Nose ratio': 0.1654078772858691, 'Lip size ratio': 3.9691787213924625, 'Lip length ratio': 0.44189740445110054, 'Eye-brow length ratio': 0.33316789293787025, 'Aggressive ratio left': 1.0180747881395706, 'Jaw line ratio': 0.6472515492772213, 'Jaw horizontal length ratio': 0.298735350430678, 'Nose tip to lips distance': 44.858000000000004, 'Lower lips to chin distance': 59.65514902336601, 'Nose tip to chin': 126.711959340861}"
w-028-05.pts,"{'Eye length ratio': 0.16275069424544017, 'Eye distance ratio': 0.30172799634585495, 'Nose ratio': 0.15455288326214953, 'Lip size ratio': 3.342326678724422, 'Lip length ratio': 0.45921045452862347, 'Eye-brow length ratio': 0.338621557925365, 'Aggressive ratio left': 0.9446940316996651, 'Jaw line ratio': 0.6153627007616059, 'Jaw horizontal length ratio': 0.27894971211075864, 'Nose tip to lips distance': 42.01305192437224, 'Lower lips to chin distance': 59.240999999999985, 'Nose tip to chin': 130.34173516184293}"
w-029-01.pts,"{'Eye length ratio': 0.2206693736110004, 'Eye distance ratio': 0.28377567849905977, 'Nose ratio': 0.19261965838256445, 'Lip size ratio': 3.168510834651328, 'Lip length ratio': 0.47449214212539514, 'Eye-brow length ratio': 0.37192618949617806, 'Aggressive ratio left': 1.0880604482636929, 'Jaw line ratio': 0.7090796149694192, 'Jaw horizontal length ratio': 0.3028491539928393, 'Nose tip to lips distance': 45.92821700218726, 'Lower lips to chin distance': 52.11335802843641, 'Nose tip to chin': 123.80520987422136}"
w-029-02.pts,"{'Eye length ratio': 0.19816619085416032, 'Eye distance ratio': 0.32511410819251035, 'Nose ratio': 0.1908360243758124, 'Lip size ratio': 2.934157627656717, 'Lip length ratio': 0.5828555520365807, 'Eye-brow length ratio': 0.3193168173983506, 'Aggressive ratio left': 0.9996897807792855, 'Jaw line ratio': 0.7162235571784668, 'Jaw horizontal length ratio': 0.2919813507624804, 'Nose tip to lips distance': 32.868071026453585, 'Lower lips to chin distance': 56.761546710779484, 'Nose tip to chin': 128.21097229956567}"
w-029-03.pts,"{'Eye length ratio': 0.2417672658289103, 'Eye distance ratio': 0.275303759374656, 'Nose ratio': 0.18525440882173344, 'Lip size ratio': 2.5557071602451997, 'Lip length ratio': 0.4780261548146479, 'Eye-brow length ratio': 0.39519096068932896, 'Aggressive ratio left': 1.1310289289161057, 'Jaw line ratio': 0.724030929268025, 'Jaw horizontal length ratio': 0.2916728661448206, 'Nose tip to lips distance': 44.940888431360584, 'Lower lips to chin distance': 49.11246054719718, 'Nose tip to chin': 125.51892881155412}"
w-029-05.pts,"{'Eye length ratio': 0.17439049101093299, 'Eye distance ratio': 0.3446344082775386, 'Nose ratio': 0.18428414702708604, 'Lip size ratio': 2.4869348155666717, 'Lip length ratio': 0.48445952177848983, 'Eye-brow length ratio': 0.38790441303464257, 'Aggressive ratio left': 1.0860076450550484, 'Jaw line ratio': 0.6907474707934791, 'Jaw horizontal length ratio': 0.29473215562818034, 'Nose tip to lips distance': 35.64998991584712, 'Lower lips to chin distance': 51.03800000000001, 'Nose tip to chin': 120.35923617238524}"
w-030-01.pts,"{'Eye length ratio': 0.20718804809159166, 'Eye distance ratio': 0.302380488078714, 'Nose ratio': 0.16328275062470282, 'Lip size ratio': 3.5572772406094098, 'Lip length ratio': 0.48254625073749996, 'Eye-brow length ratio': 0.29523911575656353, 'Aggressive ratio left': 1.0461877217889919, 'Jaw line ratio': 0.6784398927522619, 'Jaw horizontal length ratio': 0.3425348654027138, 'Nose tip to lips distance': 40.88625721437457, 'Lower lips to chin distance': 66.9905750460466, 'Nose tip to chin': 134.40547450531915}"
w-030-02.pts,"{'Eye length ratio': 0.2034314598378166, 'Eye distance ratio': 0.2894297821866673, 'Nose ratio': 0.19761233258670066, 'Lip size ratio': 3.045138718483154, 'Lip length ratio': 0.5775959685581501, 'Eye-brow length ratio': 0.30254548111147, 'Aggressive ratio left': 0.9710697549637187, 'Jaw line ratio': 0.7183395282534836, 'Jaw horizontal length ratio': 0.32471351832488426, 'Nose tip to lips distance': 30.184425686105083, 'Lower lips to chin distance': 70.25202170044642, 'Nose tip to chin': 141.14718494536118}"
w-030-03.pts,"{'Eye length ratio': 0.23958488894718535, 'Eye distance ratio': 0.2923792557792951, 'Nose ratio': 0.20159109076037385, 'Lip size ratio': 4.415433649890562, 'Lip length ratio': 0.49886362143042184, 'Eye-brow length ratio': 0.32409119738996467, 'Aggressive ratio left': 1.1202391219071604, 'Jaw line ratio': 0.6875530027686864, 'Jaw horizontal length ratio': 0.3635566827073296, 'Nose tip to lips distance': 41.11454061521301, 'Lower lips to chin distance': 67.22356052754125, 'Nose tip to chin': 128.96797898703386}"
w-030-05.pts,"{'Eye length ratio': 0.2040122142720537, 'Eye distance ratio': 0.33998155099143423, 'Nose ratio': 0.20520169944377697, 'Lip size ratio': 2.5356721427006987, 'Lip length ratio': 0.4950013231807623, 'Eye-brow length ratio': 0.3682355323883959, 'Aggressive ratio left': 1.1300171894146525, 'Jaw line ratio': 0.705903181201901, 'Jaw horizontal length ratio': 0.32493678714904556, 'Nose tip to lips distance': 39.45405364471438, 'Lower lips to chin distance': 59.24100000000004, 'Nose tip to chin': 134.00289318145337}"
w-031-01.pts,"{'Eye length ratio': 0.20843483696219128, 'Eye distance ratio': 0.2536801928524563, 'Nose ratio': 0.14621330541121813, 'Lip size ratio': 6.080371210064736, 'Lip length ratio': 0.4883684673919031, 'Eye-brow length ratio': 0.3543845874261859, 'Aggressive ratio left': 0.8483864511567762, 'Jaw line ratio': 0.6476541710210648, 'Jaw horizontal length ratio': 0.3377231626812977, 'Nose tip to lips distance': 38.6974641288031, 'Lower lips to chin distance': 75.09737924854636, 'Nose tip to chin': 131.53655876599478}"
w-031-02.pts,"{'Eye length ratio': 0.24167955504300237, 'Eye distance ratio': 0.24099957472838757, 'Nose ratio': 0.16320552743399877, 'Lip size ratio': 3.24311607491826, 'Lip length ratio': 0.497996445641667, 'Eye-brow length ratio': 0.33361802078964675, 'Aggressive ratio left': 0.8835054932192732, 'Jaw line ratio': 0.6711142154968941, 'Jaw horizontal length ratio': 0.32143626764777794, 'Nose tip to lips distance': 34.026063333862155, 'Lower lips to chin distance': 71.58666896147635, 'Nose tip to chin': 139.79789901497088}"
w-031-03.pts,"{'Eye length ratio': 0.2516481836051259, 'Eye distance ratio': 0.23438945053252397, 'Nose ratio': 0.151615915351779, 'Lip size ratio': 4.596831639942616, 'Lip length ratio': 0.4811159159036387, 'Eye-brow length ratio': 0.34410662967259864, 'Aggressive ratio left': 0.9032868034086162, 'Jaw line ratio': 0.6555997727504547, 'Jaw horizontal length ratio': 0.31745012504800424, 'Nose tip to lips distance': 40.034111954681876, 'Lower lips to chin distance': 66.86900000000003, 'Nose tip to chin': 128.75086800872452}"
w-031-05.pts,"{'Eye length ratio': 0.18682569357461798, 'Eye distance ratio': 0.31721130465266517, 'Nose ratio': 0.14899693530750158, 'Lip size ratio': 3.560272714294757, 'Lip length ratio': 0.45549443986399246, 'Eye-brow length ratio': 0.39134363808359907, 'Aggressive ratio left': 0.8704592847867658, 'Jaw line ratio': 0.6297924435809269, 'Jaw horizontal length ratio': 0.3148909013221043, 'Nose tip to lips distance': 36.46740572072548, 'Lower lips to chin distance': 67.44299999999998, 'Nose tip to chin': 131.26847434170932}"
w-032-01.pts,"{'Eye length ratio': 0.23503674696839172, 'Eye distance ratio': 0.2350683746014559, 'Nose ratio': 0.13341118542121114, 'Lip size ratio': 3.8271172936033016, 'Lip length ratio': 0.43433394425492433, 'Eye-brow length ratio': 0.3172640282998963, 'Aggressive ratio left': 0.8772383175150016, 'Jaw line ratio': 0.6389467875763996, 'Jaw horizontal length ratio': 0.278923297679216, 'Nose tip to lips distance': 44.72862100490019, 'Lower lips to chin distance': 60.764723623168074, 'Nose tip to chin': 130.19828769995405}"
w-032-02.pts,"{'Eye length ratio': 0.23113570854552817, 'Eye distance ratio': 0.2245153601962586, 'Nose ratio': 0.16029933024990597, 'Lip size ratio': 2.3374327798443852, 'Lip length ratio': 0.45414386616787705, 'Eye-brow length ratio': 0.3070095053455007, 'Aggressive ratio left': 0.9176390422795858, 'Jaw line ratio': 0.7168141407453275, 'Jaw horizontal length ratio': 0.3038833670725831, 'Nose tip to lips distance': 32.19525904539362, 'Lower lips to chin distance': 68.23829359677748, 'Nose tip to chin': 143.78029022435587}"
w-032-03.pts,"{'Eye length ratio': 0.25664226720765015, 'Eye distance ratio': 0.22188340773201476, 'Nose ratio': 0.14167369561527612, 'Lip size ratio': 3.6324615023021902, 'Lip length ratio': 0.40849316370309824, 'Eye-brow length ratio': 0.3379800229622272, 'Aggressive ratio left': 0.8685790242293836, 'Jaw line ratio': 0.6532703597410331, 'Jaw horizontal length ratio': 0.2603814206939951, 'Nose tip to lips distance': 36.08730420798981, 'Lower lips to chin distance': 55.39078534377356, 'Nose tip to chin': 115.39149817035914}"
w-032-05.pts,"{'Eye length ratio': 0.2093675215640261, 'Eye distance ratio': 0.2720889854456045, 'Nose ratio': 0.1667675423655982, 'Lip size ratio': 2.8831866217607853, 'Lip length ratio': 0.4171695107666342, 'Eye-brow length ratio': 0.37762536039998795, 'Aggressive ratio left': 0.8876546796916025, 'Jaw line ratio': 0.6689648253678, 'Jaw horizontal length ratio': 0.2455787582510414, 'Nose tip to lips distance': 38.07166098294107, 'Lower lips to chin distance': 51.070511334820225, 'Nose tip to chin': 118.65265172342335}"
